FullStreetName,file,n_points,n_inlets,n_sags,n_served,n_unserved,length_m,kb
NINA WY,NINA_WY.html,99,4,0,0,0,97.8,37.0
NIGHTINGALE ST,NIGHTINGALE_ST.html,379,4,0,0,0,375.4,55.9
NB ISABEL ON I580 WB,NB_ISABEL_ON_I580_WB.html,812,4,1,1,0,811.1,78.1
RED FIR WY,RED_FIR_WY.html,87,4,0,0,0,85.9,36.3
OLEANDER ST,OLEANDER_ST.html,214,4,0,0,0,212.5,42.4
OCEAN HILLS WY,OCEAN_HILLS_WY.html,169,4,0,0,0,168.4,40.2
POINSETTIA CM,POINSETTIA_CM.html,51,4,0,0,0,49.8,34.4
CROCUS WY,CROCUS_WY.html,148,4,0,0,0,146.8,39.2
CRATER RD,CRATER_RD.html,416,4,0,0,0,414.3,52.3
COWBOY ALLEY,COWBOY_ALLEY.html,234,4,0,0,0,231.6,43.4
EDGEWATER LN,EDGEWATER_LN.html,263,4,0,0,0,262.8,44.6
LAKELAND DR,LAKELAND_DR.html,244,4,1,1,0,241.5,49.7
AUSTEN CT,AUSTEN_CT.html,42,4,0,0,0,41.0,40.3
WALL ST,WALL_ST.html,1061,4,1,1,0,1054.0,88.6
ARROWHEAD CT,ARROWHEAD_CT.html,167,4,0,0,0,166.1,46.0
KNOLL WY,KNOLL_WY.html,102,4,0,0,0,99.6,37.2
PALOMINO RD,PALOMINO_RD.html,397,4,1,1,0,394.7,57.0
DICKENS CT,DICKENS_CT.html,74,4,0,0,0,73.2,35.8
DIANE LN,DIANE_LN.html,321,4,1,1,0,319.0,53.5
DEPOT DR,DEPOT_DR.html,206,4,0,0,0,201.9,42.0
OREGON WY,OREGON_WY.html,255,4,0,0,0,255.0,44.1
PINOT CT,PINOT_CT.html,38,4,0,0,0,36.9,33.7
DARWIN AV,DARWIN_AV.html,586,4,0,0,0,577.9,59.2
PHEASANT CT,PHEASANT_CT.html,56,4,0,0,0,54.7,34.8
ORCHID ST,ORCHID_ST.html,194,4,0,0,0,190.5,41.4
DRAKE WY,DRAKE_WY.html,572,4,0,0,0,563.2,58.2
KLONDIKE PL,KLONDIKE_PL.html,63,4,0,0,0,62.1,35.2
KELLY ST,KELLY_ST.html,539,4,0,0,0,536.5,57.5
APPLE TREE CM,APPLE_TREE_CM.html,146,4,0,0,0,144.0,45.5
ANONA WY,ANONA_WY.html,86,4,0,0,0,85.3,36.1
WATER LILY CM,WATER_LILY_CM.html,162,4,0,0,0,160.6,46.4
KEELER ST,KEELER_ST.html,176,4,0,0,0,173.2,40.6
JILLANA AV,JILLANA_AV.html,218,4,1,1,0,216.9,48.8
JAYHAWK LN,JAYHAWK_LN.html,306,4,0,0,0,304.4,46.7
IDLEWILD AV,IDLEWILD_AV.html,684,4,0,0,0,682.5,63.1
WINTERBERRY CM,WINTERBERRY_CM.html,44,4,0,0,0,43.6,40.5
WOOD ST,WOOD_ST.html,85,4,0,0,0,83.9,42.7
WOODHAVEN CM,WOODHAVEN_CM.html,238,4,1,0,1,237.0,49.9
WYNN CI,WYNN_CI.html,530,4,0,0,0,526.5,57.5
ADAMS AV,ADAMS_AV.html,328,3,0,0,0,326.7,46.8
YORK WY,YORK_WY.html,59,3,0,0,0,57.7,34.7
WINDSOR WY,WINDSOR_WY.html,414,3,0,0,0,411.0,51.8
SANDPIPER CM,SANDPIPER_CM.html,153,3,1,1,0,186.7,52.0
SATURN WY,SATURN_WY.html,403,3,0,0,0,400.3,50.9
CASSADY CT,CASSADY_CT.html,114,3,0,0,0,112.8,37.6
S SEA WY,S_SEA_WY.html,184,3,0,0,0,183.5,40.6
SADDLEVIEW CT,SADDLEVIEW_CT.html,71,3,0,0,0,70.1,41.8
IVY CM,IVY_CM.html,29,3,0,0,0,27.7,33.1
HILLVIEW DR,HILLVIEW_DR.html,380,3,0,0,0,375.8,50.2
YUKON WY,YUKON_WY.html,181,3,0,0,0,179.2,41.0
ZIRCON WY,ZIRCON_WY.html,338,3,1,1,0,336.4,54.8
SAN REMO CT,SAN_REMO_CT.html,142,3,0,0,0,140.2,45.2
SB AIRWAY ON I580 EB,SB_AIRWAY_ON_I580_EB.html,148,3,0,0,0,146.8,46.1
SB AIRWAY ON I580 WB,SB_AIRWAY_ON_I580_WB.html,620,3,1,1,0,619.8,68.9
SCHOOL ST,SCHOOL_ST.html,342,3,0,0,0,337.3,47.8
CAMPO CT,CAMPO_CT.html,85,3,0,0,0,83.8,36.0
CEDARWOOD CM,CEDARWOOD_CM.html,26,3,0,0,0,25.4,32.8
CHALLENGER ST,CHALLENGER_ST.html,266,3,1,0,1,264.1,50.6
CARRIGAN CM,CARRIGAN_CM.html,444,3,0,0,0,519.7,52.6
CASCADE AV,CASCADE_AV.html,209,3,0,0,0,208.7,42.0
HOPPS LN,HOPPS_LN.html,47,3,0,0,0,45.7,34.0
JAFFA RD,JAFFA_RD.html,82,3,0,0,0,81.1,36.1
JEFFREY ST,JEFFREY_ST.html,148,3,0,0,0,146.4,39.0
IRIS WY,IRIS_WY.html,275,3,0,0,0,273.7,45.2
ISABEL OFF I580,ISABEL_OFF_I580.html,584,3,1,1,0,584.2,66.7
CHELSEA WY,CHELSEA_WY.html,368,3,0,0,0,366.9,49.1
CHERRY BLOSSOM WY,CHERRY_BLOSSOM_WY.html,136,3,1,1,0,135.0,44.7
ROXANNE ST,ROXANNE_ST.html,381,3,0,0,0,377.1,50.2
ROYAL RD,ROYAL_RD.html,58,3,0,0,0,57.0,34.7
RUNNING HILLS AV,RUNNING_HILLS_AV.html,352,3,0,0,0,351.4,48.3
RUTGERS CT,RUTGERS_CT.html,94,3,0,0,0,92.9,36.5
ROCK POINT PL,ROCK_POINT_PL.html,91,3,0,0,0,89.4,36.6
RODEO LN,RODEO_LN.html,334,3,0,0,0,334.2,53.7
ROMA ST,ROMA_ST.html,324,3,1,1,0,320.2,53.8
ROSEMARY CM,ROSEMARY_CM.html,44,3,0,0,0,42.8,34.1
CHARDONNAY CT,CHARDONNAY_CT.html,70,3,0,0,0,68.9,35.3
SHADOW MIST CT,SHADOW_MIST_CT.html,54,3,0,0,0,52.4,34.5
SHADY LN,SHADY_LN.html,89,3,0,0,0,88.1,36.2
SHEA CENTER DR,SHEA_CENTER_DR.html,274,3,0,0,0,272.4,51.7
WHITHORN CT,WHITHORN_CT.html,87,3,0,0,0,85.4,42.9
JONQUIL CM,JONQUIL_CM.html,24,3,0,0,0,23.2,32.8
JOY CT,JOY_CT.html,47,3,0,0,0,45.7,34.2
JUNCO AV,JUNCO_AV.html,145,3,0,0,0,143.3,39.2
JUNIPER ST,JUNIPER_ST.html,302,3,0,0,0,300.7,46.6
KARA PL,KARA_PL.html,132,3,0,0,0,130.5,38.4
HELSINKI WY,HELSINKI_WY.html,1214,3,0,0,0,1206.6,89.7
HERMES CM,HERMES_CM.html,196,3,1,1,0,192.5,54.5
CALIBRIA DR,CALIBRIA_DR.html,93,3,0,0,0,91.4,36.3
RIDGE CT,RIDGE_CT.html,157,3,0,0,0,156.4,39.3
RIDGESTONE CT,RIDGESTONE_CT.html,29,3,0,0,0,28.2,39.5
RIVERSTONE CM,RIVERSTONE_CM.html,30,3,0,0,0,29.4,33.2
CHIPPEWA WY,CHIPPEWA_WY.html,316,3,0,0,0,314.0,46.3
CHURCH ST,CHURCH_ST.html,228,3,0,0,0,225.7,43.0
CIELO CT,CIELO_CT.html,93,3,0,0,0,91.4,36.2
SHELBURNE RD,SHELBURNE_RD.html,128,3,0,0,0,126.3,38.0
KATHY WY,KATHY_WY.html,662,3,0,0,0,656.5,63.1
KATRINA ST,KATRINA_ST.html,506,3,0,0,0,500.1,56.3
KILLARNEY ST,KILLARNEY_ST.html,436,3,0,0,0,433.9,52.3
KIMBERLEY CM,KIMBERLEY_CM.html,701,3,2,1,1,693.5,77.6
ARCADIA CM,ARCADIA_CM.html,54,3,0,0,0,53.0,34.4
WENTE ST,WENTE_ST.html,778,3,0,0,0,775.8,68.2
RHEA WY,RHEA_WY.html,392,3,0,0,0,391.9,50.2
BUCKSKIN RD,BUCKSKIN_RD.html,469,3,0,0,0,463.9,53.5
BURR LN,BURR_LN.html,468,3,1,1,0,468.3,65.7
SKYLINKS WY,SKYLINKS_WY.html,171,3,0,0,0,168.9,40.2
SNOWBALL CT,SNOWBALL_CT.html,98,3,0,0,0,96.8,36.9
COTTONWOOD CT,COTTONWOOD_CT.html,165,3,0,0,0,164.4,40.0
COVELLITE LN,COVELLITE_LN.html,477,3,1,1,0,475.0,60.9
COVEY WY,COVEY_WY.html,394,3,0,0,0,393.6,50.2
PRINCETON WY,PRINCETON_WY.html,597,3,0,0,0,596.4,59.5
PROVENCE CT,PROVENCE_CT.html,47,3,0,0,0,45.9,34.1
WATERFLOWER DR,WATERFLOWER_DR.html,80,3,0,0,0,78.9,35.8
WAXLAX WY,WAXLAX_WY.html,255,3,0,0,0,254.0,44.4
ARBOR AV,ARBOR_AV.html,249,3,0,0,0,246.2,43.6
HAWK ST,HAWK_ST.html,162,3,1,1,0,159.6,46.3
QUAIL CT,QUAIL_CT.html,113,3,0,0,0,112.3,37.5
POLARIS WY,POLARIS_WY.html,411,3,1,1,0,409.5,58.0
PONTE CT,PONTE_CT.html,77,3,0,0,0,76.6,35.7
DANA CT,DANA_CT.html,119,3,0,0,0,118.2,37.7
DAPHNE DR,DAPHNE_DR.html,258,3,0,0,0,256.6,44.5
PINEWOOD CM,PINEWOOD_CM.html,41,3,0,0,0,40.4,33.8
PINTO ST,PINTO_ST.html,82,3,0,0,0,81.1,35.8
PLACER CT,PLACER_CT.html,33,3,0,0,0,32.0,33.4
SORRENTO PL,SORRENTO_PL.html,90,3,0,0,0,88.4,42.6
SPARROW CT,SPARROW_CT.html,51,3,0,0,0,50.0,34.4
HEIDI WY,HEIDI_WY.html,171,3,0,0,0,170.0,40.4
LADD AV,LADD_AV.html,273,3,0,0,0,272.3,45.3
LAKE CT,LAKE_CT.html,65,3,0,0,0,64.2,35.1
HALF DOME CT,HALF_DOME_CT.html,130,3,0,0,0,129.5,38.2
HAMPSTEAD CT,HAMPSTEAD_CT.html,93,3,0,0,0,92.3,36.8
BRIGHTON WY,BRIGHTON_WY.html,477,3,0,0,0,475.9,53.8
DEBRA ST,DEBRA_ST.html,535,3,0,0,0,534.0,57.2
DEERWOOD CT,DEERWOOD_CT.html,77,3,0,0,0,76.4,35.6
PEONY DR,PEONY_DR.html,351,3,0,0,0,349.3,48.9
PEPPERWOOD CM,PEPPERWOOD_CM.html,53,3,0,0,0,52.1,34.5
DESIREE AV,DESIREE_AV.html,440,3,0,0,0,439.4,52.9
DETERT CT,DETERT_CT.html,71,3,0,0,0,70.1,35.6
DEVON PL,DEVON_PL.html,249,3,0,0,0,248.4,43.4
PARKSIDE CT,PARKSIDE_CT.html,195,3,0,0,0,193.3,41.7
PARTRIDGE CM,PARTRIDGE_CM.html,117,3,0,0,0,115.3,43.9
SPRINGTOWN OFF I580 WB,SPRINGTOWN_OFF_I580_WB.html,274,3,0,0,0,272.6,45.8
ST MARGARETS CT,ST_MARGARETS_CT.html,77,3,1,1,0,76.4,42.2
ARROYO VISTA,ARROYO_VISTA.html,484,3,2,1,1,481.9,73.7
HATTAN DR,HATTAN_DR.html,184,3,0,0,0,182.9,40.9
LANTANA AV,LANTANA_AV.html,214,3,1,1,0,213.4,48.8
LARKSPUR DR,LARKSPUR_DR.html,482,3,0,0,0,478.9,61.3
LAS POSITAS CT,LAS_POSITAS_CT.html,341,3,0,0,0,339.2,55.0
LATOUR AV,LATOUR_AV.html,304,3,0,0,0,303.6,46.4
LAURELWOOD CT,LAURELWOOD_CT.html,92,3,0,0,0,91.3,36.8
STANFORD WY,STANFORD_WY.html,1010,3,0,0,0,1006.0,78.3
STARFLOWER WY,STARFLOWER_WY.html,276,3,0,0,0,274.7,45.2
DUBLIN AV,DUBLIN_AV.html,368,3,0,0,0,366.7,49.3
ORCHID CT,ORCHID_CT.html,85,3,0,0,0,84.2,36.1
ORIOLE AV,ORIOLE_AV.html,525,3,1,1,0,521.1,62.5
ORVIETO CT,ORVIETO_CT.html,65,3,0,0,0,63.4,35.3
STERLING PL,STERLING_PL.html,140,3,0,0,0,138.8,45.2
VINTAGE CT,VINTAGE_CT.html,53,3,0,0,0,51.7,34.4
VIOLET AV,VIOLET_AV.html,60,3,0,0,0,59.3,34.9
STETSON CT,STETSON_CT.html,107,3,0,0,0,105.2,37.1
STETSON WY,STETSON_WY.html,178,3,0,0,0,177.4,40.2
BRENNAN WY,BRENNAN_WY.html,172,3,0,0,0,169.2,40.0
ECHO SUMMIT ST,ECHO_SUMMIT_ST.html,265,3,1,1,0,262.5,50.5
OAKMONT CI,OAKMONT_CI.html,710,3,0,0,0,710.2,64.3
OLD OAK PL,OLD_OAK_PL.html,58,3,0,0,0,56.8,41.1
ONYX RD,ONYX_RD.html,386,3,0,0,0,381.4,50.0
DOVE CT,DOVE_CT.html,106,3,0,0,0,105.1,36.9
DRY CREEK CT,DRY_CREEK_CT.html,83,3,0,0,0,82.0,36.0
STONY CREEK CT,STONY_CREEK_CT.html,47,3,0,0,0,46.4,34.0
BEVERLY ST,BEVERLY_ST.html,226,3,0,0,0,224.7,42.9
BLACKSTONE CM,BLACKSTONE_CM.html,27,3,0,0,0,26.4,32.9
NORFOLK RD,NORFOLK_RD.html,325,3,1,1,0,323.6,53.2
LENORE AV,LENORE_AV.html,581,3,1,1,0,580.5,65.9
LEXINGTON PL,LEXINGTON_PL.html,31,3,0,0,0,29.9,33.3
LILLIAN ST,LILLIAN_ST.html,342,3,0,0,0,337.7,48.1
VIA DEL SOL,VIA_DEL_SOL.html,448,3,0,0,0,445.3,53.4
NIELSEN LN,NIELSEN_LN.html,346,3,0,0,0,341.3,47.8
EDYTHE ST,EDYTHE_ST.html,356,3,0,0,0,355.1,49.1
EL RIO CT,EL_RIO_CT.html,67,3,0,0,0,66.2,41.5
BLUEBONNET CM,BLUEBONNET_CM.html,29,3,0,0,0,28.5,33.0
SWAN PL,SWAN_PL.html,36,3,0,0,0,35.0,33.6
EMBASSY CI,EMBASSY_CI.html,553,3,1,1,0,727.0,64.0
EMILY CT,EMILY_CT.html,71,3,1,1,0,70.4,41.8
EMILY WY,EMILY_WY.html,225,3,0,0,0,222.5,42.9
BERNAL AV,BERNAL_AV.html,301,3,0,0,0,298.5,52.1
BECK LN,BECK_LN.html,47,3,0,0,0,45.7,33.9
ERICA CT,ERICA_CT.html,53,3,0,0,0,51.8,34.5
EUCALYPTUS CT,EUCALYPTUS_CT.html,61,3,0,0,0,60.1,35.0
EVERGLADES LN,EVERGLADES_LN.html,606,3,0,0,0,601.5,61.2
MORAGA DR,MORAGA_DR.html,430,3,0,0,0,428.4,52.8
LYNDA CT,LYNDA_CT.html,30,3,0,0,0,29.1,33.2
GLASGOW CI,GLASGOW_CI.html,311,3,0,0,0,309.9,47.9
GLORIA WY,GLORIA_WY.html,156,3,1,1,0,154.3,45.9
GOLDFINCH WY,GOLDFINCH_WY.html,170,3,0,0,0,168.4,40.3
GOLDSTONE CM,GOLDSTONE_CM.html,32,3,0,0,0,30.5,33.3
HAGGIN OAKS AV,HAGGIN_OAKS_AV.html,479,3,0,0,0,476.8,54.6
MORNING GLORY RD,MORNING_GLORY_RD.html,180,3,0,0,0,177.9,40.9
MT WHITNEY ST,MT_WHITNEY_ST.html,79,3,0,0,0,78.3,35.7
MULBERRY CM,MULBERRY_CM.html,48,3,0,0,0,46.4,34.2
FENTON ST,FENTON_ST.html,307,3,0,0,0,305.9,45.8
FINDLAY WY,FINDLAY_WY.html,516,3,0,0,0,515.3,55.7
MONTAROSSA CT,MONTAROSSA_CT.html,69,3,0,0,0,67.7,35.5
MONTECITO CI,MONTECITO_CI.html,881,3,1,0,1,874.8,80.2
BELGIUM ST,BELGIUM_ST.html,80,3,0,0,0,79.2,35.7
THRASHER AV,THRASHER_AV.html,385,3,1,1,0,383.0,56.8
VERBENA CM,VERBENA_CM.html,48,3,0,0,0,47.0,34.2
LOCUST ST,LOCUST_ST.html,884,3,0,0,0,877.2,73.6
LOUIS CT,LOUIS_CT.html,90,3,0,0,0,88.5,36.4
LUCERNE ST,LUCERNE_ST.html,343,3,0,0,0,341.2,48.5
LUCILLE ST,LUCILLE_ST.html,453,3,2,1,1,450.3,65.5
MILTON WY,MILTON_WY.html,376,3,0,0,0,374.0,50.7
TILDEN WY,TILDEN_WY.html,92,3,0,0,0,89.8,36.9
TREEFLOWER DR,TREEFLOWER_DR.html,293,3,0,0,0,292.5,45.9
TRIAD PL,TRIAD_PL.html,152,3,0,0,0,150.5,46.2
FRANCINE WY,FRANCINE_WY.html,73,3,0,0,0,71.9,35.6
MARTINGALE LN,MARTINGALE_LN.html,86,3,0,0,0,84.5,36.3
MCLEAN PL,MCLEAN_PL.html,54,3,0,0,0,52.5,41.0
MEADOWOOD CM,MEADOWOOD_CM.html,267,3,0,0,0,265.6,45.0
TRIXIE DR,TRIXIE_DR.html,127,3,0,0,0,125.8,38.3
TURINO ST,TURINO_ST.html,322,3,1,1,0,318.9,53.8
MARTHA ST,MARTHA_ST.html,163,3,0,0,0,161.5,40.1
MARTIN AV,MARTIN_AV.html,410,3,0,0,0,406.6,51.5
FOSCALINA CT,FOSCALINA_CT.html,47,3,0,0,0,45.7,34.1
FOUR HILL CM,FOUR_HILL_CM.html,23,3,0,0,0,22.1,32.8
FRENCH OAK PL,FRENCH_OAK_PL.html,63,3,0,0,0,61.9,35.1
GENEVA ST,GENEVA_ST.html,385,3,0,0,0,382.5,49.9
GERALDINE ST,GERALDINE_ST.html,560,3,0,0,0,555.8,59.1
GILBERT LN,GILBERT_LN.html,151,3,0,0,0,150.5,45.8
GILLETTE PL,GILLETTE_PL.html,53,3,0,0,0,52.3,34.5
GINGER CM,GINGER_CM.html,29,3,0,0,0,27.7,33.1
MARCELLA CT,MARCELLA_CT.html,70,3,0,0,0,68.8,35.3
AVONDALE LN,AVONDALE_LN.html,137,3,0,0,0,135.7,38.8
AZORES CT,AZORES_CT.html,78,3,0,0,0,76.8,35.7
TURQUOISE WY,TURQUOISE_WY.html,431,3,0,0,0,428.8,51.8
ALYSIA CT,ALYSIA_CT.html,134,3,0,0,0,133.1,38.5
WINGED FOOT CT,WINGED_FOOT_CT.html,125,3,0,0,0,124.1,37.9
WORTHING CM,WORTHING_CM.html,280,3,0,0,0,276.8,45.6
XAVIER WY,XAVIER_WY.html,346,3,0,0,0,341.5,48.0
CAPRICONUS AV,CAPRICONUS_AV.html,360,3,0,0,0,356.9,48.9
HUMMINGBIRD LN,HUMMINGBIRD_LN.html,477,3,0,0,0,476.0,54.0
WILMA CT,WILMA_CT.html,53,3,0,0,0,52.3,34.4
WILTON RD,WILTON_RD.html,289,3,1,1,0,286.6,51.8
WINDFLOWER DR,WINDFLOWER_DR.html,337,3,0,0,0,335.2,48.1
WILLOWVIEW CT,WILLOWVIEW_CT.html,49,2,0,0,0,48.6,34.3
SARAH CT,SARAH_CT.html,62,2,0,0,0,60.9,34.8
SAPPHIRE DR,SAPPHIRE_DR.html,289,2,1,1,0,288.2,52.1
SANDSTONE CM,SANDSTONE_CM.html,27,2,0,0,0,26.2,33.0
CARMEL AV,CARMEL_AV.html,222,2,1,1,0,220.8,48.6
CARLTON PL,CARLTON_PL.html,153,2,0,0,0,152.4,38.9
WINDSOR PL,WINDSOR_PL.html,50,2,0,0,0,48.8,34.2
ACORN PL,ACORN_PL.html,124,2,0,0,0,123.4,37.3
AGNES ST,AGNES_ST.html,65,2,0,0,0,63.4,34.7
ALTAMAR CT,ALTAMAR_CT.html,39,2,0,0,0,38.1,33.3
URSLA ST,URSLA_ST.html,93,2,0,0,0,91.5,36.3
UPLAND CT,UPLAND_CT.html,88,2,0,0,0,87.2,36.2
AZURITE WY,AZURITE_WY.html,113,2,0,0,0,112.6,37.2
MARBURY RD,MARBURY_RD.html,230,2,0,0,0,227.7,42.9
MAHOGANY CT,MAHOGANY_CT.html,31,2,0,0,0,30.2,33.2
CELESTE AV,CELESTE_AV.html,305,2,0,0,0,303.4,46.4
SEA WOLF WY,SEA_WOLF_WY.html,178,2,0,0,0,176.8,40.6
SCHERMAN WY,SCHERMAN_WY.html,199,2,0,0,0,197.3,41.5
CAPRI CT,CAPRI_CT.html,149,2,0,0,0,147.8,39.1
CANDY CT,CANDY_CT.html,152,2,1,1,0,150.8,45.5
SAN MIGUEL DR,SAN_MIGUEL_DR.html,80,2,0,0,0,79.2,35.9
SAN MARCO ST,SAN_MARCO_ST.html,89,2,0,0,0,87.6,36.1
GAMAY CM,GAMAY_CM.html,176,2,0,0,0,175.0,40.3
GERRILYN WY,GERRILYN_WY.html,143,2,0,0,0,142.3,39.0
MACKENZIE CT,MACKENZIE_CT.html,62,2,0,0,0,61.0,35.1
AURA CM,AURA_CM.html,338,2,1,0,1,335.3,54.3
AUDRY ST,AUDRY_ST.html,64,2,0,0,0,63.4,34.8
AUBURN ST,AUBURN_ST.html,173,2,1,1,0,171.3,46.2
GALE ST,GALE_ST.html,180,2,0,0,0,179.0,40.8
JENNIFER DR,JENNIFER_DR.html,237,2,0,0,0,235.8,43.4
JASPER CT,JASPER_CT.html,25,2,0,0,0,24.3,32.8
JANET CT,JANET_CT.html,111,2,0,0,0,109.9,37.3
JAMI CT,JAMI_CT.html,68,2,0,0,0,67.0,35.1
HOLLY CM,HOLLY_CM.html,64,2,0,0,0,63.0,34.9
CHARMONT CT,CHARMONT_CT.html,28,2,0,0,0,27.0,32.8
S G ST,S_G_ST.html,401,2,0,0,0,419.8,51.2
CHAPARRAL WY,CHAPARRAL_WY.html,95,2,0,0,0,93.4,36.3
MARIPOSA AV,MARIPOSA_AV.html,220,2,0,0,0,217.4,42.6
MARCIA CT,MARCIA_CT.html,115,2,0,0,0,114.2,37.7
MEDINA ST,MEDINA_ST.html,189,2,1,1,0,187.9,47.4
MEADOWLARK ST,MEADOWLARK_ST.html,467,2,0,0,0,463.5,53.3
MCLEOD ST,MCLEOD_ST.html,827,2,0,0,0,849.0,71.3
MCGLINCHEY DR,MCGLINCHEY_DR.html,130,2,0,0,0,128.3,38.3
MARYLIN AV,MARYLIN_AV.html,375,2,0,0,0,371.5,49.4
MARY LOU WY,MARY_LOU_WY.html,94,2,0,0,0,93.5,36.6
FREEDA CT,FREEDA_CT.html,150,2,0,0,0,149.6,45.6
ROSELLI DR,ROSELLI_DR.html,388,2,1,0,1,383.0,56.7
ROLLINGSTONE CM,ROLLINGSTONE_CM.html,27,2,0,0,0,26.2,32.9
ROCKROSE ST,ROCKROSE_ST.html,216,2,1,1,0,214.6,48.9
ROBIN CM,ROBIN_CM.html,59,2,0,0,0,58.0,34.7
CITRINE PL,CITRINE_PL.html,74,2,0,0,0,73.0,35.4
CINNABAR DR,CINNABAR_DR.html,291,2,1,1,0,289.3,52.1
RYAN ST,RYAN_ST.html,148,2,0,0,0,146.4,39.0
IRONSTONE CM,IRONSTONE_CM.html,31,2,0,0,0,29.6,33.2
JOAN WY,JOAN_WY.html,80,2,0,0,0,79.2,35.8
FONTANA ST,FONTANA_ST.html,79,2,0,0,0,78.2,42.3
FLUORITE CT,FLUORITE_CT.html,75,2,0,0,0,73.2,35.4
MESQUITE WY,MESQUITE_WY.html,346,2,0,0,0,344.4,48.5
MERRITT LN,MERRITT_LN.html,120,2,0,0,0,118.3,38.1
MERCURY RD,MERCURY_RD.html,411,2,0,0,0,406.6,52.0
MEDOLLA CT,MEDOLLA_CT.html,62,2,0,0,0,60.9,34.9
COLEEN ST,COLEEN_ST.html,406,2,0,0,0,401.7,50.9
CALIMANCO CM,CALIMANCO_CM.html,31,2,0,0,0,30.3,33.0
CALIFORNIA WY,CALIFORNIA_WY.html,597,2,0,0,0,596.2,59.2
JUSTINE CT,JUSTINE_CT.html,168,2,0,0,0,165.4,40.4
JULIE ST,JULIE_ST.html,234,2,0,0,0,233.4,42.9
AMY CT,AMY_CT.html,34,2,0,0,0,32.7,33.2
AMES ST,AMES_ST.html,431,2,1,1,0,427.3,58.5
WHITE OAK PL,WHITE_OAK_PL.html,48,2,0,0,0,47.2,34.2
SHAMROCK WY,SHAMROCK_WY.html,109,2,0,0,0,108.0,37.2
TINA WY,TINA_WY.html,184,2,0,0,0,183.3,40.8
BATAVIA AV,BATAVIA_AV.html,316,2,0,0,0,314.5,46.6
MIRAMONTE LN,MIRAMONTE_LN.html,139,2,0,0,0,138.2,38.8
FORESTER CT,FORESTER_CT.html,64,2,0,0,0,62.8,35.1
FORDHAM WY,FORDHAM_WY.html,336,2,0,0,0,333.5,47.9
BANNOCK ST,BANNOCK_ST.html,279,2,0,0,0,277.0,44.6
SHERRY CT,SHERRY_CT.html,116,2,0,0,0,114.6,37.5
WESTMINSTER WY,WESTMINSTER_WY.html,239,2,0,0,0,238.1,43.7
KENNEDY ST,KENNEDY_ST.html,700,2,1,0,1,696.1,71.4
HILLFLOWER DR,HILLFLOWER_DR.html,279,2,0,0,0,278.2,45.2
HILLCREST CT,HILLCREST_CT.html,311,2,1,1,0,309.7,52.7
CHIANTI CT,CHIANTI_CT.html,37,2,0,0,0,36.2,33.3
RIDGECREST WY,RIDGECREST_WY.html,155,2,0,0,0,153.9,39.5
LOGAN ST,LOGAN_ST.html,121,2,0,0,0,118.6,37.8
VENTURA AV,VENTURA_AV.html,605,2,0,0,0,602.7,60.6
AVENIDA DE LAS PALMAS,AVENIDA_DE_LAS_PALMAS.html,255,2,0,0,0,252.8,44.1
TERRY LN,TERRY_LN.html,82,2,0,0,0,81.1,36.0
COMANCHE CT,COMANCHE_CT.html,68,2,0,0,0,67.3,34.9
COLUSA WY,COLUSA_WY.html,688,2,0,0,0,683.7,63.6
CODIROLI WY,CODIROLI_WY.html,133,2,0,0,0,132.6,38.2
COBBLESTONE CM,COBBLESTONE_CM.html,27,2,0,0,0,26.3,32.8
CLIMBING ROSE CM,CLIMBING_ROSE_CM.html,30,2,0,0,0,29.2,32.9
REGULUS RD,REGULUS_RD.html,388,2,0,0,0,387.0,50.5
BUCKEYE DR,BUCKEYE_DR.html,445,2,0,0,0,441.7,52.9
SHOREHAVEN CI,SHOREHAVEN_CI.html,461,2,0,0,0,460.2,53.4
SHOEMAKER CT,SHOEMAKER_CT.html,40,2,0,0,0,39.2,33.7
SOAPSTONE CM,SOAPSTONE_CM.html,25,2,0,0,0,23.9,32.8
SNIDER CT,SNIDER_CT.html,48,2,0,0,0,47.0,34.2
SIRAH CT,SIRAH_CT.html,38,2,0,0,0,36.9,33.6
SILVERSTONE CM,SILVERSTONE_CM.html,30,2,0,0,0,28.7,33.1
BURGESS ST,BURGESS_ST.html,232,2,1,1,0,228.3,48.5
BUENA VISTA AV,BUENA_VISTA_AV.html,24,2,0,0,0,22.8,32.5
REDONDO WY,REDONDO_WY.html,293,2,0,0,0,291.9,45.9
RAVENNA ST,RAVENNA_ST.html,96,2,0,0,0,95.6,36.7
QUARTZ CI,QUARTZ_CI.html,505,2,2,1,1,502.2,68.3
CORDOBA ST,CORDOBA_ST.html,239,2,0,0,0,235.9,43.1
CONTRACTORS ST,CONTRACTORS_ST.html,222,2,0,0,0,220.9,42.5
MOLLIE CI,MOLLIE_CI.html,319,2,1,1,0,317.1,53.4
MOHAWK DR,MOHAWK_DR.html,288,2,0,0,0,287.7,45.1
FIRENZA CT,FIRENZA_CT.html,79,2,0,0,0,77.8,35.6
FELDSPAR CT,FELDSPAR_CT.html,73,2,0,0,0,71.6,35.4
FAWN DR,FAWN_DR.html,118,2,0,0,0,116.9,37.7
FARMINGTON WY,FARMINGTON_WY.html,263,2,0,0,0,261.7,45.1
FAIRWAY CT,FAIRWAY_CT.html,86,2,0,0,0,85.3,36.2
MOSSWOOD CT,MOSSWOOD_CT.html,83,2,0,0,0,81.3,36.1
