FullStreetName,file,n_points,n_inlets,n_sags,n_served,n_unserved,length_m,kb
BUTTE CT,BUTTE_CT.html,55,0,0,0,0,53.4,23.8
BURGUNDY WY,BURGUNDY_WY.html,96,0,0,0,0,95.0,25.9
REDBUD DR,REDBUD_DR.html,80,0,0,0,0,78.7,25.1
RAYMOND RD,RAYMOND_RD.html,7,0,0,0,0,5.9,21.1
RAINIER AV,RAINIER_AV.html,289,0,0,0,0,286.4,34.2
CORNELL WY,CORNELL_WY.html,234,0,0,0,0,233.8,31.9
COLUMBUS AV,COLUMBUS_AV.html,320,0,0,0,0,316.9,36.0
COFFEEBERRY CM,COFFEEBERRY_CM.html,69,0,0,0,0,68.5,24.4
CLYDESDALE DR,CLYDESDALE_DR.html,43,0,0,0,0,42.4,23.0
CLOUD CM,CLOUD_CM.html,72,0,0,0,0,71.3,24.7
DEL MAR AV,DEL_MAR_AV.html,303,0,0,0,0,301.4,35.6
DE VACA WY,DE_VACA_WY.html,329,0,0,0,0,327.6,36.1
BRISTOL CT,BRISTOL_CT.html,40,0,0,0,0,38.7,22.9
SOUTHGATE DR,SOUTHGATE_DR.html,651,0,0,0,0,642.4,50.7
SOUTH MALL,SOUTH_MALL.html,487,0,0,0,0,484.6,43.2
COVINGTON WY,COVINGTON_WY.html,240,0,0,0,0,238.8,32.4
PLAZA AV,PLAZA_AV.html,80,0,0,0,0,79.2,25.1
PISMO CT,PISMO_CT.html,58,0,0,0,0,56.7,23.9
PISCES AV,PISCES_AV.html,111,0,0,0,0,109.4,26.4
PINEHURST CT,PINEHURST_CT.html,31,0,0,0,0,30.2,22.5
PILLSBURY CT,PILLSBURY_CT.html,77,0,0,0,0,75.7,25.2
POLK WY,POLK_WY.html,108,0,0,0,0,106.5,26.5
POIPU CM,POIPU_CM.html,63,0,0,0,0,60.4,24.3
PLUMAS CT,PLUMAS_CT.html,56,0,0,0,0,54.8,24.0
PLUM TREE ST,PLUM_TREE_ST.html,143,0,0,0,0,142.2,28.3
CORTLAND WY,CORTLAND_WY.html,82,0,0,0,0,81.1,25.1
STANFORD CT,STANFORD_CT.html,53,0,0,0,0,51.7,23.7
BRUSHY PEAK CT,BRUSHY_PEAK_CT.html,30,0,0,0,0,29.4,22.3
PATRICIA LN,PATRICIA_LN.html,124,0,0,0,0,123.2,27.3
PARDEE PL,PARDEE_PL.html,59,0,0,0,0,57.9,24.1
PAMELA CM,PAMELA_CM.html,197,0,0,0,0,195.0,30.7
OXFORD PL,OXFORD_PL.html,59,0,0,0,0,57.3,24.3
DESCONSADO AV,DESCONSADO_AV.html,213,0,0,0,0,212.3,31.5
DE PAUL WY,DE_PAUL_WY.html,126,0,0,0,0,125.2,27.1
DE LEON WY,DE_LEON_WY.html,592,0,0,0,0,587.3,48.4
DE CAEN CT,DE_CAEN_CT.html,78,0,0,0,0,77.0,25.0
DATE PALM WY,DATE_PALM_WY.html,152,0,1,0,1,149.4,35.0
PELICAN CT,PELICAN_CT.html,67,0,0,0,0,66.0,24.5
PEGAN CM,PEGAN_CM.html,176,0,1,0,1,174.3,36.2
PECAN TREE WY,PECAN_TREE_WY.html,145,0,0,0,0,141.1,28.2
PEARY CT,PEARY_CT.html,87,0,0,0,0,86.0,25.5
CURRANT CM,CURRANT_CM.html,79,0,0,0,0,78.3,24.8
DONNER AV,DONNER_AV.html,224,0,0,0,0,222.9,31.5
DOLCETTO CM,DOLCETTO_CM.html,509,0,0,0,0,502.5,44.6
DOGWOOD DR,DOGWOOD_DR.html,82,0,0,0,0,81.7,25.1
DICKENSON DR,DICKENSON_DR.html,61,0,0,0,0,59.5,24.2
OLYMPIC WY,OLYMPIC_WY.html,83,0,0,0,0,82.6,25.4
ECHO ST,ECHO_ST.html,80,0,0,0,0,79.2,24.9
BREEZE WY,BREEZE_WY.html,105,0,0,0,0,104.7,26.0
BRADFORD WY,BRADFORD_WY.html,97,0,0,0,0,96.5,26.0
BOXWOOD CT,BOXWOOD_CT.html,52,0,0,0,0,50.4,23.5
BOWER CT,BOWER_CT.html,96,0,0,0,0,95.1,25.7
STEALTH CT,STEALTH_CT.html,61,0,0,0,0,59.6,24.1
DELIA WY,DELIA_WY.html,203,0,0,0,0,202.3,30.7
DELAWARE CT,DELAWARE_CT.html,22,0,0,0,0,21.4,21.9
ORCHID PL,ORCHID_PL.html,22,0,0,0,0,20.9,22.0
ORA AV,ORA_AV.html,255,0,0,0,0,251.9,33.3
OPAL WY,OPAL_WY.html,82,0,0,0,0,81.4,25.2
DUKE CT,DUKE_CT.html,64,0,0,0,0,62.9,24.3
NOTRE DAME CT,NOTRE_DAME_CT.html,131,0,0,0,0,129.6,27.4
NORWOOD PL,NORWOOD_PL.html,36,0,0,0,0,35.0,22.9
NORTHFRONT ON I580 WB,NORTHFRONT_ON_I580_WB.html,317,0,0,0,0,315.8,36.5
NORTHFRONT OFF I580 WB,NORTHFRONT_OFF_I580_WB.html,341,0,1,0,1,340.3,44.6
NISSEN DR,NISSEN_DR.html,345,0,0,0,0,342.2,37.4
NINTH ST,NINTH_ST.html,455,0,0,0,0,2548.3,43.0
BLUEBIRD AV,BLUEBIRD_AV.html,198,0,0,0,0,196.3,30.4
BLUEBELL CT,BLUEBELL_CT.html,45,0,0,0,0,44.2,23.2
BETTY CI,BETTY_CI.html,327,0,0,0,0,326.3,36.5
SUNGOLD CI,SUNGOLD_CI.html,206,0,1,0,1,204.8,37.8
SUNDIAL CI,SUNDIAL_CI.html,390,0,1,0,1,386.5,46.3
SUNDANCE DR,SUNDANCE_DR.html,347,0,0,0,0,345.4,37.6
STRATUS CM,STRATUS_CM.html,72,0,0,0,0,71.1,24.8
DRAKE CT,DRAKE_CT.html,35,0,0,0,0,34.2,22.6
DOROTHY CM,DOROTHY_CM.html,90,0,0,0,0,88.8,25.6
BERKELY PL,BERKELY_PL.html,80,0,0,0,0,79.2,24.9
SYDNEY AV,SYDNEY_AV.html,61,0,0,0,0,60.3,24.1
SYCAMORE CT,SYCAMORE_CT.html,57,0,0,0,0,55.9,24.1
SWEET BRIAR CM,SWEET_BRIAR_CM.html,27,0,0,0,0,25.5,22.3
SWALLOW CT,SWALLOW_CT.html,89,0,0,0,0,88.7,25.7
SUNSTREAM LN,SUNSTREAM_LN.html,127,0,0,0,0,125.1,27.5
SUNRISE DR,SUNRISE_DR.html,179,0,1,0,1,174.7,36.5
SUNRIDGE DR,SUNRIDGE_DR.html,111,0,0,0,0,109.9,26.6
NIMBUS CM,NIMBUS_CM.html,72,0,0,0,0,71.2,24.8
NIGHTINGALE CT,NIGHTINGALE_CT.html,48,0,0,0,0,46.9,23.5
NICOL CM,NICOL_CM.html,302,0,1,0,1,299.6,42.3
NICE CT,NICE_CT.html,47,0,0,0,0,45.6,23.4
EAST GATE DR,EAST_GATE_DR.html,583,0,1,0,1,746.7,54.6
EARHART WY,EARHART_WY.html,281,0,0,0,0,280.4,34.1
EAGLE CT,EAGLE_CT.html,23,0,0,0,0,22.4,21.9
DUNSMUIR PL,DUNSMUIR_PL.html,69,0,0,0,0,67.4,24.5
MURPHY ST,MURPHY_ST.html,77,0,0,0,0,76.4,25.1
EVELYN WY,EVELYN_WY.html,267,0,0,0,0,265.6,33.8
ESCONDIDO CT,ESCONDIDO_CT.html,34,0,0,0,0,33.5,22.7
EPSON ST,EPSON_ST.html,57,0,0,0,0,55.4,24.0
BAYWOOD CM,BAYWOOD_CM.html,34,0,0,0,0,32.7,22.5
TECHNOLOGY DR,TECHNOLOGY_DR.html,259,0,1,0,1,257.9,40.3
TEAL CT,TEAL_CT.html,73,0,0,0,0,72.1,24.8
TARRANGO ST,TARRANGO_ST.html,53,0,0,0,0,51.6,23.8
BETHAL PL,BETHAL_PL.html,76,0,0,0,0,75.0,24.9
NB ISABEL ON I580 EB,NB_ISABEL_ON_I580_EB.html,520,0,1,0,1,519.5,52.7
NAPLES WY,NAPLES_WY.html,194,0,0,0,0,192.0,30.6
NAPLES CT,NAPLES_CT.html,49,0,0,0,0,47.8,23.5
NANCY ST,NANCY_ST.html,52,0,0,0,0,51.2,23.8
N S ST,N_S_ST.html,173,0,0,0,0,200.9,29.5
N OUTER LOOP,N_OUTER_LOOP.html,1977,0,2,0,2,2066.6,117.7
EMORY WY,EMORY_WY.html,195,0,0,0,0,194.3,30.3
BARBER ST,BARBER_ST.html,189,0,0,0,0,187.8,29.7
BANYON CM,BANYON_CM.html,41,0,0,0,0,40.3,22.9
BAFFIN WY,BAFFIN_WY.html,82,0,0,0,0,81.1,24.9
THUNDERBIRD LN,THUNDERBIRD_LN.html,1220,0,2,0,2,1241.4,83.5
TERRA BELLA CT,TERRA_BELLA_CT.html,160,0,0,0,0,158.7,28.9
TENTH ST,TENTH_ST.html,567,0,3,0,3,2799.4,54.7
BELL AV,BELL_AV.html,356,0,0,0,0,354.3,37.6
FIRENZA ST,FIRENZA_ST.html,256,0,0,0,0,252.9,32.9
FELICIA CT,FELICIA_CT.html,22,0,0,0,0,21.3,22.0
FARMINGTON PL,FARMINGTON_PL.html,62,0,0,0,0,60.8,24.4
MULQUEENEY CM,MULQUEENEY_CM.html,238,0,0,0,0,237.0,32.5
MORGAN CM,MORGAN_CM.html,318,0,0,0,0,317.6,36.2
ELIZABETH CT,ELIZABETH_CT.html,50,0,0,0,0,48.7,23.7
ELEVENTH ST,ELEVENTH_ST.html,221,0,0,0,0,219.4,31.7
N INNER LOOP,N_INNER_LOOP.html,866,0,0,0,0,951.8,61.3
N GREENVILLE RD ,N_GREENVILLE_RD__1.html,33,0,0,0,0,32.4,22.6
FLINT ST,FLINT_ST.html,88,0,0,0,0,86.4,25.6
FLICKER CT,FLICKER_CT.html,25,0,0,0,0,23.5,22.1
FLANDERS WY,FLANDERS_WY.html,204,0,0,0,0,202.9,30.9
TOULON CT,TOULON_CT.html,47,0,0,0,0,45.6,23.4
TOKAY CM,TOKAY_CM.html,125,0,0,0,0,123.9,27.2
TOIYABE CT,TOIYABE_CT.html,39,0,0,0,0,38.1,23.0
TOBRUK CT,TOBRUK_CT.html,38,0,0,0,0,36.6,23.0
TIOGA PASS CT,TIOGA_PASS_CT.html,120,0,0,0,0,119.5,27.0
FINCH WY,FINCH_WY.html,82,0,0,0,0,81.1,25.1
FIG CM,FIG_CM.html,117,0,0,0,0,113.9,27.0
FESCUE CM,FESCUE_CM.html,72,0,0,0,0,70.9,24.6
MIRALOMA CT,MIRALOMA_CT.html,71,0,0,0,0,70.4,24.7
MILLS WY,MILLS_WY.html,149,0,0,0,0,148.1,28.3
MICHELL CT,MICHELL_CT.html,53,0,0,0,0,51.8,23.8
FOREST LN,FOREST_LN.html,77,0,0,0,0,75.5,24.8
FORDHAM CT,FORDHAM_CT.html,30,0,0,0,0,28.9,22.5
AVENUE T,AVENUE_T.html,101,0,0,0,0,100.0,26.1
AVENUE N,AVENUE_N.html,329,0,0,0,0,328.7,36.7
AVENUE L,AVENUE_L.html,136,0,0,0,0,135.4,27.8
AVENUE K,AVENUE_K.html,411,0,0,0,0,409.9,40.8
AVENUE J,AVENUE_J.html,291,0,0,0,0,288.8,35.1
AVENUE H,AVENUE_H.html,574,0,0,0,0,569.7,47.8
AVENUE G,AVENUE_G.html,226,0,0,0,0,224.1,31.8
AVENUE F,AVENUE_F.html,207,0,0,0,0,205.9,31.1
AVENUE D,AVENUE_D.html,73,0,0,0,0,71.3,24.5
TURNSTONE CT,TURNSTONE_CT.html,25,0,0,0,0,23.5,22.2
TULIP CT,TULIP_CT.html,38,0,0,0,0,36.7,22.9
TULANE CT,TULANE_CT.html,63,0,0,0,0,62.1,24.2
TROY ST,TROY_ST.html,54,0,0,0,0,53.0,23.7
TROUN WY,TROUN_WY.html,101,0,0,0,0,99.8,26.5
FREESIA CM,FREESIA_CM.html,140,0,0,0,0,138.6,28.0
FOLSOM CT,FOLSOM_CT.html,76,0,0,0,0,75.3,24.8
TYLER AV,TYLER_AV.html,251,0,0,0,0,249.7,33.5
B ST,B_ST.html,154,0,0,0,0,152.3,28.4
AZALEA CT,AZALEA_CT.html,37,0,0,0,0,35.7,22.8
AVON PL,AVON_PL.html,31,0,0,0,0,30.2,22.4
MALIBU CT,MALIBU_CT.html,31,0,0,0,0,30.2,22.5
MALBEC CM,MALBEC_CM.html,35,0,0,0,0,34.1,22.7
MADRONE WY,MADRONE_WY.html,345,0,0,0,0,343.5,37.5
GLACIER PL,GLACIER_PL.html,48,0,0,0,0,46.9,23.4
GLACIER DR,GLACIER_DR.html,240,0,0,0,0,238.7,32.6
MARSEILLE AV,MARSEILLE_AV.html,227,0,0,0,0,224.1,31.8
MARS RD,MARS_RD.html,403,0,0,0,0,399.5,39.9
MARS CT,MARS_CT.html,70,0,0,0,0,69.1,24.7
MARIE CM,MARIE_CM.html,249,0,0,0,0,247.7,33.2
MARICOPA CT,MARICOPA_CT.html,31,0,0,0,0,30.2,22.5
MARGUERITE ST,MARGUERITE_ST.html,139,0,0,0,0,137.9,28.1
MARENGO CM,MARENGO_CM.html,441,0,2,0,2,439.8,48.7
LORRAINE RD,LORRAINE_RD.html,798,0,0,0,0,795.2,56.4
LOMITAS CT,LOMITAS_CT.html,32,0,0,0,0,31.4,22.7
GRACE CT,GRACE_CT.html,44,0,0,0,0,42.8,23.3
VIA AMIGOS,VIA_AMIGOS.html,69,0,0,0,0,68.2,24.6
VERN AV,VERN_AV.html,80,0,0,0,0,79.2,25.2
VENTURA CT,VENTURA_CT.html,55,0,0,0,0,53.5,23.8
VASCO ON OFF WB,VASCO_ON_OFF_WB.html,55,0,0,0,0,53.7,23.9
AVENUE C,AVENUE_C.html,102,0,1,0,1,100.6,32.5
AVENUE B,AVENUE_B.html,1450,0,0,0,0,1439.7,85.4
AVENUE A,AVENUE_A.html,647,0,0,0,0,642.5,51.0
AVALON WY,AVALON_WY.html,347,0,0,0,0,346.9,37.5
GERMAINE WY,GERMAINE_WY.html,228,0,0,0,0,227.4,32.4
GENOA ST,GENOA_ST.html,363,0,0,0,0,359.0,38.9
GENOA CT,GENOA_CT.html,68,0,0,0,0,67.0,24.5
GENEVE CT,GENEVE_CT.html,47,0,0,0,0,45.6,23.4
MACGREGOR CM,MACGREGOR_CM.html,156,0,0,0,0,154.6,29.1
VIA MONTALVO,VIA_MONTALVO.html,127,0,0,0,0,123.6,27.6
VIA MATEO,VIA_MATEO.html,172,0,0,0,0,168.0,29.8
VIA MADRID,VIA_MADRID.html,294,0,0,0,0,293.2,34.9
VIA DESTE,VIA_DESTE.html,180,0,0,0,0,178.4,30.0
VIA DEL PAZ,VIA_DEL_PAZ.html,113,0,0,0,0,111.8,26.8
VIA CRISTOBAL,VIA_CRISTOBAL.html,121,0,0,0,0,119.5,27.2
LIMESTONE CM,LIMESTONE_CM.html,23,0,0,0,0,22.4,22.0
LILLIAN CT,LILLIAN_CT.html,120,0,0,0,0,118.7,26.9
LIDO CT,LIDO_CT.html,49,0,0,0,0,47.7,23.6
LESLIE CM,LESLIE_CM.html,109,0,0,0,0,107.4,26.6
GONZAGA CT,GONZAGA_CT.html,131,0,0,0,0,129.6,27.3
GLENN CM,GLENN_CM.html,491,0,2,0,2,620.1,50.9
GLADYS CT,GLADYS_CT.html,150,0,0,0,0,149.4,28.3
LLOYD CT,LLOYD_CT.html,33,0,0,0,0,31.8,22.7
LYON CT,LYON_CT.html,47,0,0,0,0,45.6,23.4
LYNN ST,LYNN_ST.html,247,0,0,0,0,245.5,32.7
HARVARD WY,HARVARD_WY.html,298,0,0,0,0,297.9,34.9
ATHENA CM,ATHENA_CM.html,65,0,0,0,0,64.4,24.3
ASPENWOOD WY,ASPENWOOD_WY.html,213,0,0,0,0,212.4,31.0
ARMIDA CT,ARMIDA_CT.html,41,0,0,0,0,40.2,23.0
W PERIMETER DR,W_PERIMETER_DR.html,1257,0,1,0,1,1251.6,84.3
W INNER LOOP,W_INNER_LOOP.html,722,0,1,0,1,717.3,60.8
W FIFTH ST,W_FIFTH_ST.html,310,0,0,0,0,309.5,35.6
VISTA ST,VISTA_ST.html,194,0,1,0,1,191.4,36.9
VISTA CT,VISTA_CT.html,35,0,0,0,0,33.5,22.6
VIRGINIA DR,VIRGINIA_DR.html,418,0,0,0,0,416.5,40.3
VINTNER PL,VINTNER_PL.html,96,0,0,0,0,94.3,25.8
GULL WY,GULL_WY.html,82,0,0,0,0,81.1,25.3
GRIFFIN CM,GRIFFIN_CM.html,159,0,1,0,1,158.2,35.6
GREENWOOD CM,GREENWOOD_CM.html,33,0,0,0,0,32.2,22.7
LE MANS CT,LE_MANS_CT.html,47,0,0,0,0,45.6,23.4
LAVENDER CM,LAVENDER_CM.html,71,0,0,0,0,70.4,24.6
KLAMATH CT,KLAMATH_CT.html,52,0,0,0,0,50.9,23.8
KISA CT,KISA_CT.html,72,0,0,0,0,70.8,24.8
KINGSPORT AV,KINGSPORT_AV.html,276,0,0,0,0,273.3,34.3
KINGSBURY DR,KINGSBURY_DR.html,127,0,0,0,0,125.9,27.5
ARBOR CT,ARBOR_CT.html,96,0,0,0,0,95.1,25.7
AQUARIUS ST,AQUARIUS_ST.html,173,0,0,0,0,171.0,29.2
APRICOT ST,APRICOT_ST.html,137,0,0,0,0,135.7,27.8
APACHE ST,APACHE_ST.html,279,0,0,0,0,277.1,33.8
WEDGEWOOD CT,WEDGEWOOD_CT.html,57,0,0,0,0,56.3,24.1
WARSAW AV,WARSAW_AV.html,493,0,0,0,0,491.8,44.9
WALL CT,WALL_CT.html,85,0,0,0,0,84.0,25.5
ATHENS RD,ATHENS_RD.html,82,0,0,0,0,81.1,25.0
LAGUNA CT,LAGUNA_CT.html,84,0,0,0,0,83.5,25.3
LAURIE CM,LAURIE_CM.html,154,0,0,0,0,150.4,28.7
LARIAT CT,LARIAT_CT.html,77,0,0,0,0,75.4,25.0
LARCH LN,LARCH_LN.html,45,0,0,0,0,43.6,23.4
ADELLE ST,ADELLE_ST.html,448,0,1,0,1,444.3,47.9
ANITA CT,ANITA_CT.html,66,0,0,0,0,65.5,24.3
ANGELICA WY,ANGELICA_WY.html,180,0,0,0,0,178.5,29.2
ANDREWS ST,ANDREWS_ST.html,412,0,1,0,1,409.0,46.0
IRENE WY,IRENE_WY.html,380,0,0,0,0,376.2,39.1
HORSESHOE CT,HORSESHOE_CT.html,95,0,0,0,0,94.0,25.9
HOLLADAY CT,HOLLADAY_CT.html,105,0,1,0,1,164.8,33.0
HOGAN PL,HOGAN_PL.html,60,0,0,0,0,59.4,24.2
HILLIKER PL,HILLIKER_PL.html,344,0,0,0,0,342.4,38.2
JACKSON AV,JACKSON_AV.html,353,0,0,0,0,348.0,37.5
JANIS CT,JANIS_CT.html,61,0,0,0,0,60.2,24.2
JAMES ST,JAMES_ST.html,411,0,2,0,2,408.7,46.2
HOLMES CT,HOLMES_CT.html,57,0,0,0,0,56.1,24.0
HOLLINGBURY CM,HOLLINGBURY_CM.html,33,0,0,0,0,32.5,22.7
HEMLOCK CT,HEMLOCK_CT.html,103,0,0,0,0,102.7,26.1
HELSINKI CT,HELSINKI_CT.html,23,0,0,0,0,22.2,22.1
CENTAURUS ST,CENTAURUS_ST.html,82,0,0,0,0,81.1,25.0
CAMEO CT,CAMEO_CT.html,53,0,0,0,0,52.1,23.7
CAMBRIDGE CT,CAMBRIDGE_CT.html,31,0,0,0,0,30.5,22.3
CALVARY LN,CALVARY_LN.html,11,0,0,0,0,10.4,21.2
CALLAGHAN ST,CALLAGHAN_ST.html,160,0,0,0,0,158.5,28.6
SALT POND CM,SALT_POND_CM.html,40,0,0,0,0,39.0,23.1
CASSIOPIA ST,CASSIOPIA_ST.html,42,0,0,0,0,41.1,23.0
SANDIA DR,SANDIA_DR.html,1691,0,2,0,2,1685.5,106.4
CARLYLE ST,CARLYLE_ST.html,93,0,0,0,0,91.4,25.5
YALE WY,YALE_WY.html,605,0,0,0,0,604.4,48.3
XAVIER CT,XAVIER_CT.html,78,0,0,0,0,77.0,24.9
ALEXANDER ST,ALEXANDER_ST.html,298,0,0,0,0,296.1,34.2
ALVARADO CT,ALVARADO_CT.html,98,0,0,0,0,97.5,25.8
ALMOND CI,ALMOND_CI.html,427,0,0,0,0,426.5,41.0
ALMENDRA CM,ALMENDRA_CM.html,188,0,0,0,0,183.6,29.8
YOLO WY,YOLO_WY.html,241,0,0,0,0,240.7,32.8
